user_id,genres,posted_year,playtime_forever
76561198055712539,Action,2012,6964.0
76561198055712539,Action,2015,6964.0
76561198027034446,Action,2014,2.0
76561198027034446,Action,2012,2.0
76561198027034446,Action,2015,2.0
76561198087914969,Action,2014,586.0
76561198087914969,Action,2012,586.0
76561198087914969,Action,2015,586.0
76561198063310593,Action,2014,114.0
76561198063310593,Action,2012,114.0
76561198063310593,Action,2015,114.0
ButtBurger2,Action,2014,113197.0
ButtBurger2,Action,2012,113197.0
ButtBurger2,Action,2015,113197.0
76561198083037789,Action,2014,2.0
76561198083037789,Action,2012,2.0
76561198083037789,Action,2015,2.0
jessicax0,Action,2014,21.0
jessicax0,Action,2012,21.0
jessicax0,Action,2015,21.0
notassome,Action,2014,463.0
notassome,Action,2012,463.0
notassome,Action,2015,463.0
76561198076601834,Action,2014,111.0
76561198076601834,Action,2012,111.0
76561198076601834,Action,2015,111.0
098766catdogbnmnnn,Action,2014,748.0
098766catdogbnmnnn,Action,2012,748.0
098766catdogbnmnnn,Action,2015,748.0
Lee2255,Action,2014,3395.0
Lee2255,Action,2012,3395.0
Lee2255,Action,2015,3395.0
Lexor11037,Action,2014,5454.0
Lexor11037,Action,2012,5454.0
Lexor11037,Action,2015,5454.0
mattthematt,Action,2014,2953.0
mattthematt,Action,2012,2953.0
mattthematt,Action,2015,2953.0
76561198035404202,Action,2014,547.0
76561198035404202,Action,2012,547.0
76561198035404202,Action,2015,547.0
Lightbekon,Action,2014,10.0
Lightbekon,Action,2012,10.0
Lightbekon,Action,2015,10.0
DeusVultboiz,Action,2014,1248.0
DeusVultboiz,Action,2012,1248.0
DeusVultboiz,Action,2015,1248.0
76561198077185651,Action,2014,214.0
76561198077185651,Action,2012,214.0
76561198077185651,Action,2015,214.0
76561198059554210,Action,2014,19.0
76561198059554210,Action,2012,19.0
76561198059554210,Action,2015,19.0
Wezzelbuby,Action,2014,252.0
Wezzelbuby,Action,2012,252.0
Wezzelbuby,Action,2015,252.0
regimj,Action,2014,641.0
regimj,Action,2012,641.0
regimj,Action,2015,641.0
76561198039191110,Action,2014,10316.0
76561198039191110,Action,2012,10316.0
76561198039191110,Action,2015,10316.0
greenhulkguy,Action,2014,29.0
greenhulkguy,Action,2012,29.0
greenhulkguy,Action,2015,29.0
76561198091901556,Action,2014,124.0
76561198091901556,Action,2012,124.0
76561198091901556,Action,2015,124.0
76561198010803538,Action,2014,538.0
76561198010803538,Action,2012,538.0
76561198010803538,Action,2015,538.0
SoPhantastic,Action,2014,921.0
SoPhantastic,Action,2012,921.0
SoPhantastic,Action,2015,921.0
Spoodzz,Action,2014,1465.0
Spoodzz,Action,2012,1465.0
Spoodzz,Action,2015,1465.0
76561198037264594,Action,2014,1050.0
76561198037264594,Action,2012,1050.0
76561198037264594,Action,2015,1050.0
BananaEagle,Action,2014,19.0
BananaEagle,Action,2012,19.0
BananaEagle,Action,2015,19.0
76561198010873548,Action,2014,314.0
76561198010873548,Action,2012,314.0
76561198010873548,Action,2015,314.0
someonelewd,Action,2014,695.0
someonelewd,Action,2012,695.0
someonelewd,Action,2015,695.0
76561198083372466,Action,2014,5.0
76561198083372466,Action,2012,5.0
76561198083372466,Action,2015,5.0
furbslice,Action,2014,419.0
furbslice,Action,2012,419.0
furbslice,Action,2015,419.0
76561198054202576,Action,2014,354.0
76561198054202576,Action,2012,354.0
76561198054202576,Action,2015,354.0
76561198025472755,Action,2014,483.0
76561198025472755,Action,2012,483.0
76561198025472755,Action,2015,483.0
76561198016173267,Action,2014,2114.0
76561198016173267,Action,2012,2114.0
76561198016173267,Action,2015,2114.0
76561198043664761,Action,2014,160508.0
76561198043664761,Action,2012,160508.0
76561198043664761,Action,2015,160508.0
stonedwalrus,Action,2014,22659.0
stonedwalrus,Action,2012,22659.0
stonedwalrus,Action,2015,22659.0
76561198059443777,Action,2014,8035.0
76561198059443777,Action,2012,8035.0
76561198059443777,Action,2015,8035.0
76561198088846060,Action,2014,5193.0
76561198088846060,Action,2012,5193.0
76561198088846060,Action,2015,5193.0
76561198092763256,Action,2014,1026.0
76561198092763256,Action,2012,1026.0
76561198092763256,Action,2015,1026.0
76561198007537421,Action,2014,17332.0
76561198007537421,Action,2012,17332.0
76561198007537421,Action,2015,17332.0
DanTheMan1568,Action,2014,247.0
DanTheMan1568,Action,2012,247.0
DanTheMan1568,Action,2015,247.0
76561198074078733,Action,2014,7174.0
76561198074078733,Action,2012,7174.0
76561198074078733,Action,2015,7174.0
76561197962862487,Action,2014,148.0
76561197962862487,Action,2012,148.0
76561197962862487,Action,2015,148.0
76561197986184111,Action,2014,340.0
76561197986184111,Action,2012,340.0
76561197986184111,Action,2015,340.0
76561197992341840,Action,2014,23.0
76561197992341840,Action,2012,23.0
76561197992341840,Action,2015,23.0
76561197994177001,Action,2014,218.0
76561197994177001,Action,2012,218.0
76561197994177001,Action,2015,218.0
racaillou,Action,2014,24.0
racaillou,Action,2012,24.0
racaillou,Action,2015,24.0
76561197995560091,Action,2014,5324.0
76561197995560091,Action,2012,5324.0
76561197995560091,Action,2015,5324.0
76561197998094508,Action,2014,94.0
76561197998094508,Action,2012,94.0
76561197998094508,Action,2015,94.0
76561197999115544,Action,2014,123.0
76561197999115544,Action,2012,123.0
76561197999115544,Action,2015,123.0
76561198000864781,Action,2014,24.0
76561198000864781,Action,2012,24.0
76561198000864781,Action,2015,24.0
romanorumimperator,Action,2014,224.0
romanorumimperator,Action,2012,224.0
romanorumimperator,Action,2015,224.0
76561198005993302,Action,2014,715.0
76561198005993302,Action,2012,715.0
76561198005993302,Action,2015,715.0
76561198009994852,Action,2014,148.0
76561198009994852,Action,2012,148.0
76561198009994852,Action,2015,148.0
76561198011279600,Action,2014,539.0
76561198011279600,Action,2012,539.0
76561198011279600,Action,2015,539.0
76561198012162222,Action,2014,1789.0
76561198012162222,Action,2012,1789.0
76561198012162222,Action,2015,1789.0
vhinchar_desiderio15forever,Action,2014,22786.0
vhinchar_desiderio15forever,Action,2012,22786.0
vhinchar_desiderio15forever,Action,2015,22786.0
justinluljks,Action,2014,426.0
justinluljks,Action,2012,426.0
justinluljks,Action,2015,426.0
artfink,Action,2014,59.0
artfink,Action,2012,59.0
artfink,Action,2015,59.0
shahzadalam95,Action,2014,245.0
shahzadalam95,Action,2012,245.0
shahzadalam95,Action,2015,245.0
76561198030080966,Action,2014,899.0
76561198030080966,Action,2012,899.0
76561198030080966,Action,2015,899.0
76561198031456155,Action,2014,5914.0
76561198031456155,Action,2012,5914.0
76561198031456155,Action,2015,5914.0
76561198032552131,Action,2014,127.0
76561198032552131,Action,2012,127.0
76561198032552131,Action,2015,127.0
from808,Action,2014,2.0
from808,Action,2012,2.0
from808,Action,2015,2.0
76561198035964186,Action,2014,1260.0
76561198035964186,Action,2012,1260.0
76561198035964186,Action,2015,1260.0
76561198038183650,Action,2014,6119.0
76561198038183650,Action,2012,6119.0
76561198038183650,Action,2015,6119.0
lisforlove13,Action,2014,216.0
lisforlove13,Action,2012,216.0
lisforlove13,Action,2015,216.0
76561198040629716,Action,2014,1598.0
76561198040629716,Action,2012,1598.0
76561198040629716,Action,2015,1598.0
76561198043299193,Action,2014,1636.0
76561198043299193,Action,2012,1636.0
76561198043299193,Action,2015,1636.0
76561198044193853,Action,2014,5255.0
76561198044193853,Action,2012,5255.0
76561198044193853,Action,2015,5255.0
76561198044861341,Action,2014,1100.0
76561198044861341,Action,2012,1100.0
76561198044861341,Action,2015,1100.0
ChrisLikesToShootCakes,Action,2014,112.0
ChrisLikesToShootCakes,Action,2012,112.0
ChrisLikesToShootCakes,Action,2015,112.0
76561198045319254,Action,2014,2654.0
76561198045319254,Action,2012,2654.0
76561198045319254,Action,2015,2654.0
StayMad,Action,2014,5811.0
StayMad,Action,2012,5811.0
StayMad,Action,2015,5811.0
76561198046668535,Action,2014,695.0
76561198046668535,Action,2012,695.0
76561198046668535,Action,2015,695.0
crumble_bee1,Action,2014,3255.0
crumble_bee1,Action,2012,3255.0
crumble_bee1,Action,2015,3255.0
76561198048580681,Action,2014,5426.0
76561198048580681,Action,2012,5426.0
76561198048580681,Action,2015,5426.0
76561198048915951,Action,2014,744.0
76561198048915951,Action,2012,744.0
76561198048915951,Action,2015,744.0
76561198049699936,Action,2014,924.0
76561198049699936,Action,2012,924.0
76561198049699936,Action,2015,924.0
76561198050010300,Action,2014,1.0
76561198050010300,Action,2012,1.0
76561198050010300,Action,2015,1.0
76561198050045403,Action,2014,96.0
76561198050045403,Action,2012,96.0
76561198050045403,Action,2015,96.0
76561198050176200,Action,2014,35.0
76561198050176200,Action,2012,35.0
76561198050176200,Action,2015,35.0
76561198050733216,Action,2014,1168.0
76561198050733216,Action,2012,1168.0
76561198050733216,Action,2015,1168.0
76561198050865946,Action,2014,258.0
76561198050865946,Action,2012,258.0
76561198050865946,Action,2015,258.0
76561198051144465,Action,2014,20.0
76561198051144465,Action,2012,20.0
76561198051144465,Action,2015,20.0
76561198051776152,Action,2014,108.0
76561198051776152,Action,2012,108.0
76561198051776152,Action,2015,108.0
Dentera,Action,2014,207.0
Dentera,Action,2012,207.0
Dentera,Action,2015,207.0
76561198052834459,Action,2014,9.0
76561198052834459,Action,2012,9.0
76561198052834459,Action,2015,9.0
Hudsonthebigbootymaster,Action,2014,141.0
Hudsonthebigbootymaster,Action,2012,141.0
Hudsonthebigbootymaster,Action,2015,141.0
Aysez,Action,2014,1.0
Aysez,Action,2012,1.0
Aysez,Action,2015,1.0
76561198055651659,Action,2014,258.0
76561198055651659,Action,2012,258.0
76561198055651659,Action,2015,258.0
KingJongUn,Action,2014,823.0
KingJongUn,Action,2012,823.0
KingJongUn,Action,2015,823.0
76561198056763607,Action,2014,58865.0
76561198056763607,Action,2012,58865.0
76561198056763607,Action,2015,58865.0
12399017,Action,2014,255.0
12399017,Action,2012,255.0
12399017,Action,2015,255.0
76561198057842211,Action,2014,275.0
76561198057842211,Action,2012,275.0
76561198057842211,Action,2015,275.0
76561198059114998,Action,2014,1.0
76561198059114998,Action,2012,1.0
76561198059114998,Action,2015,1.0
76561198059755420,Action,2014,1.0
76561198059755420,Action,2012,1.0
76561198059755420,Action,2015,1.0
76561198060300166,Action,2014,1366.0
76561198060300166,Action,2012,1366.0
76561198060300166,Action,2015,1366.0
76561198060825349,Action,2014,5.0
76561198060825349,Action,2012,5.0
76561198060825349,Action,2015,5.0
76561198061039000,Action,2014,2063.0
76561198061039000,Action,2012,2063.0
76561198061039000,Action,2015,2063.0
76561198062498158,Action,2014,65.0
76561198062498158,Action,2012,65.0
76561198062498158,Action,2015,65.0
76561198062720190,Action,2014,152.0
76561198062720190,Action,2012,152.0
76561198062720190,Action,2015,152.0
76561198063137936,Action,2014,1507.0
76561198063137936,Action,2012,1507.0
76561198063137936,Action,2015,1507.0
godjc,Action,2014,8574.0
godjc,Action,2012,8574.0
godjc,Action,2015,8574.0
76561198063475260,Action,2014,7099.0
76561198063475260,Action,2012,7099.0
76561198063475260,Action,2015,7099.0
76561198064195598,Action,2014,74.0
76561198064195598,Action,2012,74.0
76561198064195598,Action,2015,74.0
76561198064894217,Action,2014,289.0
76561198064894217,Action,2012,289.0
76561198064894217,Action,2015,289.0
henryprentice,Action,2014,905.0
henryprentice,Action,2012,905.0
henryprentice,Action,2015,905.0
76561198065412780,Action,2014,6767.0
76561198065412780,Action,2012,6767.0
76561198065412780,Action,2015,6767.0
76561198065957503,Action,2014,3366.0
76561198065957503,Action,2012,3366.0
76561198065957503,Action,2015,3366.0
76561198066134535,Action,2014,22584.0
76561198066134535,Action,2012,22584.0
76561198066134535,Action,2015,22584.0
76561198066252644,Action,2014,52059.0
76561198066252644,Action,2012,52059.0
76561198066252644,Action,2015,52059.0
hakjosh,Action,2014,147.0
hakjosh,Action,2012,147.0
hakjosh,Action,2015,147.0
76561198066563441,Action,2014,1.0
76561198066563441,Action,2012,1.0
76561198066563441,Action,2015,1.0
76561198066738250,Action,2014,100.0
76561198066738250,Action,2012,100.0
76561198066738250,Action,2015,100.0
76561198067109106,Action,2014,499.0
76561198067109106,Action,2012,499.0
76561198067109106,Action,2015,499.0
76561198067208943,Action,2014,700.0
76561198067208943,Action,2012,700.0
76561198067208943,Action,2015,700.0
76561198067575038,Action,2014,164.0
76561198067575038,Action,2012,164.0
76561198067575038,Action,2015,164.0
76561198067633808,Action,2014,412.0
76561198067633808,Action,2012,412.0
76561198067633808,Action,2015,412.0
76561198067833100,Action,2014,7335.0
76561198067833100,Action,2012,7335.0
76561198067833100,Action,2015,7335.0
OiPanda,Action,2014,661.0
OiPanda,Action,2012,661.0
OiPanda,Action,2015,661.0
76561198069135583,Action,2014,145.0
76561198069135583,Action,2012,145.0
76561198069135583,Action,2015,145.0
76561198069274686,Action,2014,955.0
76561198069274686,Action,2012,955.0
76561198069274686,Action,2015,955.0
76561198069462173,Action,2014,263.0
76561198069462173,Action,2012,263.0
76561198069462173,Action,2015,263.0
ohmygodtheykilledkennyyoubastard,Action,2014,1.0
ohmygodtheykilledkennyyoubastard,Action,2012,1.0
ohmygodtheykilledkennyyoubastard,Action,2015,1.0
76561198069902636,Action,2014,103.0
76561198069902636,Action,2012,103.0
76561198069902636,Action,2015,103.0
ADIZZZLEE,Action,2014,3547.0
ADIZZZLEE,Action,2012,3547.0
ADIZZZLEE,Action,2015,3547.0
76561198071167620,Action,2014,101.0
76561198071167620,Action,2012,101.0
76561198071167620,Action,2015,101.0
76561198071445126,Action,2014,11926.0
76561198071445126,Action,2012,11926.0
76561198071445126,Action,2015,11926.0
76561198071564145,Action,2014,22377.0
76561198071564145,Action,2012,22377.0
76561198071564145,Action,2015,22377.0
76561198071626569,Action,2014,1591.0
76561198071626569,Action,2012,1591.0
76561198071626569,Action,2015,1591.0
76561198071806919,Action,2014,221.0
76561198071806919,Action,2012,221.0
76561198071806919,Action,2015,221.0
76561198072025160,Action,2014,61.0
76561198072025160,Action,2012,61.0
76561198072025160,Action,2015,61.0
76561198072730323,Action,2014,23489.0
76561198072730323,Action,2012,23489.0
76561198072730323,Action,2015,23489.0
MuleKickGaming,Action,2014,1.0
MuleKickGaming,Action,2012,1.0
MuleKickGaming,Action,2015,1.0
76561198073251750,Action,2014,3.0
76561198073251750,Action,2012,3.0
76561198073251750,Action,2015,3.0
76561198073843187,Action,2014,2012.0
76561198073843187,Action,2012,2012.0
76561198073843187,Action,2015,2012.0
Jibahjeh,Action,2014,28.0
Jibahjeh,Action,2012,28.0
