user_id,genres,item_id,item_name,recommend,sentiment_analysis,cluster
8351,0,240,30,1,0,1
7610,0,240,30,1,2,1
7610,0,240,30,1,0,1
276,0,240,30,1,2,1
276,0,240,30,1,0,1
13124,0,240,30,1,2,1
13124,0,240,30,1,0,1
17512,0,240,30,1,2,1
17512,0,240,30,1,0,1
16546,0,240,30,1,2,1
16546,0,240,30,1,0,1
9227,0,240,30,1,2,1
9227,0,240,30,1,0,1
14115,0,240,30,1,2,1
14115,0,240,30,1,0,1
580,0,240,30,1,2,1
580,0,240,30,1,0,1
17446,0,240,30,1,2,1
17446,0,240,30,1,0,1
6224,0,240,30,1,2,1
6224,0,240,30,1,0,1
12880,0,240,30,1,2,1
12880,0,240,30,1,0,1
3181,0,240,30,1,2,1
3181,0,240,30,1,0,1
13899,0,240,30,1,2,1
13899,0,240,30,1,0,1
3878,0,240,30,1,2,1
3878,0,240,30,1,0,1
8502,0,240,30,1,2,1
8502,0,240,30,1,0,1
14038,0,240,30,1,2,1
14038,0,240,30,1,0,1
13757,0,240,30,1,2,1
13757,0,240,30,1,0,1
17544,0,240,30,1,2,1
17544,0,240,30,1,0,1
12152,0,240,30,1,2,1
12152,0,240,30,1,0,1
415,0,240,30,1,2,1
415,0,240,30,1,0,1
3656,0,240,30,1,2,1
3656,0,240,30,1,0,1
18139,0,240,30,1,2,1
18139,0,240,30,1,0,1
1139,0,240,30,1,2,1
1139,0,240,30,1,0,1
8005,0,240,30,1,2,1
8005,0,240,30,1,0,1
17973,0,240,30,1,2,1
17973,0,240,30,1,0,1
16708,0,240,30,1,2,1
16708,0,240,30,1,0,1
2725,0,240,30,1,2,1
2725,0,240,30,1,0,1
18190,0,240,30,1,2,1
18190,0,240,30,1,0,1
6564,0,240,30,1,2,1
6564,0,240,30,1,0,1
321,0,240,30,1,2,1
321,0,240,30,1,0,1
16815,0,240,30,1,2,1
16815,0,240,30,1,0,1
16694,0,240,30,1,2,1
16694,0,240,30,1,0,1
18555,0,240,30,1,2,1
18555,0,240,30,1,0,1
2658,0,240,30,1,2,1
2658,0,240,30,1,0,1
15494,0,240,30,1,2,1
15494,0,240,30,1,0,1
2887,0,240,30,1,2,1
2887,0,240,30,1,0,1
14676,0,240,30,1,2,1
14676,0,240,30,1,0,1
10417,0,240,30,1,2,1
10417,0,240,30,1,0,1
556,0,240,30,1,2,1
556,0,240,30,1,0,1
13683,0,240,30,1,2,1
13683,0,240,30,1,0,1
11969,0,240,30,1,2,1
11969,0,240,30,1,0,1
16610,0,240,30,1,2,1
16610,0,240,30,1,0,1
5052,0,240,30,1,2,1
5052,0,240,30,1,0,1
10862,0,240,30,1,2,1
10862,0,240,30,1,0,1
666,0,240,30,1,2,1
666,0,240,30,1,0,1
6022,0,240,30,1,2,1
6022,0,240,30,1,0,1
12312,0,240,30,1,2,1
12312,0,240,30,1,0,1
4871,0,240,30,1,2,1
4871,0,240,30,1,0,1
9339,0,240,30,1,2,1
9339,0,240,30,1,0,1
11767,0,240,30,1,2,1
11767,0,240,30,1,0,1
7328,0,240,30,1,2,1
7328,0,240,30,1,0,1
12343,0,240,30,1,2,1
12343,0,240,30,1,0,1
15518,0,240,30,1,2,1
15518,0,240,30,1,0,1
10177,0,240,30,1,2,1
10177,0,240,30,1,0,1
12144,0,240,30,1,2,1
12144,0,240,30,1,0,1
12512,0,240,30,1,2,1
12512,0,240,30,1,0,1
5831,0,240,30,1,2,1
5831,0,240,30,1,0,1
6783,0,240,30,1,2,1
6783,0,240,30,1,0,1
12607,0,240,30,1,2,1
12607,0,240,30,1,0,1
11156,0,240,30,1,2,1
11156,0,240,30,1,0,1
2347,0,240,30,1,2,1
2347,0,240,30,1,0,1
1809,0,240,30,1,2,1
1809,0,240,30,1,0,1
15752,0,240,30,1,2,1
15752,0,240,30,1,0,1
948,0,240,30,1,2,1
948,0,240,30,1,0,1
10804,0,240,30,1,2,1
10804,0,240,30,1,0,1
15817,0,240,30,1,2,1
15817,0,240,30,1,0,1
9824,0,240,30,1,2,1
9824,0,240,30,1,0,1
2896,0,240,30,1,2,1
2896,0,240,30,1,0,1
15894,0,240,30,1,2,1
15894,0,240,30,1,0,1
13790,0,240,30,1,2,1
13790,0,240,30,1,0,1
9181,0,240,30,1,2,1
9181,0,240,30,1,0,1
6325,0,240,30,1,2,1
6325,0,240,30,1,0,1
461,0,240,30,1,2,1
461,0,240,30,1,0,1
12976,0,240,30,1,2,1
12976,0,240,30,1,0,1
8733,0,240,30,1,2,1
8733,0,240,30,1,0,1
4607,0,240,30,1,2,1
4607,0,240,30,1,0,1
14646,0,240,30,1,2,1
14646,0,240,30,1,0,1
17857,0,240,30,1,2,1
17857,0,240,30,1,0,1
15327,0,240,30,1,2,1
15327,0,240,30,1,0,1
16856,0,240,30,1,2,1
16856,0,240,30,1,0,1
1017,0,240,30,1,2,1
1017,0,240,30,1,0,1
9553,0,240,30,1,2,1
9553,0,240,30,1,0,1
8307,0,240,30,1,2,1
8307,0,240,30,1,0,1
3998,0,240,30,1,2,1
3998,0,240,30,1,0,1
1597,0,240,30,1,2,1
1597,0,240,30,1,0,1
9785,0,240,30,1,2,1
9785,0,240,30,1,0,1
5090,0,240,30,1,2,1
5090,0,240,30,1,0,1
12504,0,240,30,1,2,1
12504,0,240,30,1,0,1
9007,0,240,30,1,2,1
9007,0,240,30,1,0,1
16536,0,240,30,1,2,1
16536,0,240,30,1,0,1
17277,0,240,30,1,2,1
17277,0,240,30,1,0,1
8160,0,240,30,1,2,1
8160,0,240,30,1,0,1
30,0,240,30,1,2,1
30,0,240,30,1,0,1
13576,0,240,30,1,2,1
13576,0,240,30,1,0,1
13595,0,240,30,1,2,1
13595,0,240,30,1,0,1
13698,0,240,30,1,2,1
13698,0,240,30,1,0,1
16994,0,240,30,1,2,1
16994,0,240,30,1,0,1
1990,0,240,30,1,2,1
1990,0,240,30,1,0,1
13600,0,240,30,1,2,1
13600,0,240,30,1,0,1
12743,0,240,30,1,2,1
12743,0,240,30,1,0,1
8221,0,240,30,1,2,1
8221,0,240,30,1,0,1
6950,0,240,30,1,2,1
6950,0,240,30,1,0,1
4509,0,240,30,1,2,1
4509,0,240,30,1,0,1
14813,0,240,30,1,2,1
14813,0,240,30,1,0,1
17614,0,240,30,1,2,1
17614,0,240,30,1,0,1
2209,0,240,30,1,2,1
2209,0,240,30,1,0,1
16173,0,240,30,1,2,1
16173,0,240,30,1,0,1
10248,0,240,30,1,2,1
10248,0,240,30,1,0,1
1112,0,240,30,1,2,1
1112,0,240,30,1,0,1
14393,0,240,30,1,2,1
14393,0,240,30,1,0,1
14439,0,240,30,1,2,1
14439,0,240,30,1,0,1
2106,0,240,30,1,2,1
2106,0,240,30,1,0,1
12377,0,240,30,1,2,1
12377,0,240,30,1,0,1
1115,0,240,30,1,2,1
1115,0,240,30,1,0,1
17924,0,240,30,1,2,1
17924,0,240,30,1,0,1
9052,0,240,30,1,2,1
9052,0,240,30,1,0,1
7738,0,240,30,1,2,1
7738,0,240,30,1,0,1
16067,0,240,30,1,2,1
16067,0,240,30,1,0,1
3806,0,240,30,1,2,1
3806,0,240,30,1,0,1
1507,0,240,30,1,2,1
1507,0,240,30,1,0,1
1295,0,240,30,1,2,1
1295,0,240,30,1,0,1
9092,0,240,30,1,2,1
9092,0,240,30,1,0,1
2525,0,240,30,1,2,1
2525,0,240,30,1,0,1
18009,0,240,30,1,2,1
18009,0,240,30,1,0,1
4499,0,240,30,1,2,1
4499,0,240,30,1,0,1
9904,0,240,30,1,2,1
9904,0,240,30,1,0,1
10387,0,240,30,1,2,1
10387,0,240,30,1,0,1
1018,0,240,30,1,2,1
1018,0,240,30,1,0,1
12676,0,240,30,1,2,1
12676,0,240,30,1,0,1
7665,0,240,30,1,2,1
7665,0,240,30,1,0,1
281,0,240,30,1,2,1
281,0,240,30,1,0,1
421,0,240,30,1,2,1
421,0,240,30,1,0,1
546,0,240,30,1,2,1
546,0,240,30,1,0,1
631,0,240,30,1,2,1
631,0,240,30,1,0,1
690,0,240,30,1,2,1
690,0,240,30,1,0,1
17565,0,240,30,1,2,1
17565,0,240,30,1,0,1
731,0,240,30,1,2,1
731,0,240,30,1,0,1
744,0,240,30,1,2,1
744,0,240,30,1,0,1
781,0,240,30,1,2,1
781,0,240,30,1,0,1
809,0,240,30,1,2,1
809,0,240,30,1,0,1
845,0,240,30,1,2,1
845,0,240,30,1,0,1
17678,0,240,30,1,2,1
17678,0,240,30,1,0,1
979,0,240,30,1,2,1
979,0,240,30,1,0,1
1093,0,240,30,1,2,1
1093,0,240,30,1,0,1
1135,0,240,30,1,2,1
1135,0,240,30,1,0,1
1167,0,240,30,1,2,1
1167,0,240,30,1,0,1
18376,0,240,30,1,2,1
18376,0,240,30,1,0,1
16625,0,240,30,1,2,1
16625,0,240,30,1,0,1
15111,0,240,30,1,2,1
15111,0,240,30,1,0,1
17810,0,240,30,1,2,1
17810,0,240,30,1,0,1
1751,0,240,30,1,2,1
1751,0,240,30,1,0,1
1799,0,240,30,1,2,1
1799,0,240,30,1,0,1
1859,0,240,30,1,2,1
1859,0,240,30,1,0,1
16049,0,240,30,1,2,1
16049,0,240,30,1,0,1
15293,0,240,30,1,2,1
15293,0,240,30,1,0,1
2031,0,240,30,1,2,1
2031,0,240,30,1,0,1
2151,0,240,30,1,2,1
2151,0,240,30,1,0,1
16842,0,240,30,1,2,1
16842,0,240,30,1,0,1
2298,0,240,30,1,2,1
2298,0,240,30,1,0,1
2494,0,240,30,1,2,1
2494,0,240,30,1,0,1
2617,0,240,30,1,2,1
2617,0,240,30,1,0,1
2722,0,240,30,1,2,1
2722,0,240,30,1,0,1
12583,0,240,30,1,2,1
12583,0,240,30,1,0,1
2794,0,240,30,1,2,1
2794,0,240,30,1,0,1
14457,0,240,30,1,2,1
14457,0,240,30,1,0,1
2967,0,240,30,1,2,1
2967,0,240,30,1,0,1
15601,0,240,30,1,2,1
15601,0,240,30,1,0,1
3196,0,240,30,1,2,1
3196,0,240,30,1,0,1
3223,0,240,30,1,2,1
3223,0,240,30,1,0,1
3291,0,240,30,1,2,1
3291,0,240,30,1,0,1
3333,0,240,30,1,2,1
3333,0,240,30,1,0,1
3340,0,240,30,1,2,1
3340,0,240,30,1,0,1
3364,0,240,30,1,2,1
3364,0,240,30,1,0,1
3411,0,240,30,1,2,1
3411,0,240,30,1,0,1
3429,0,240,30,1,2,1
3429,0,240,30,1,0,1
3462,0,240,30,1,2,1
3462,0,240,30,1,0,1
3529,0,240,30,1,2,1
3529,0,240,30,1,0,1
12737,0,240,30,1,2,1
12737,0,240,30,1,0,1
3640,0,240,30,1,2,1
3640,0,240,30,1,0,1
3689,0,240,30,1,2,1
3689,0,240,30,1,0,1
3734,0,240,30,1,2,1
3734,0,240,30,1,0,1
13209,0,240,30,1,2,1
13209,0,240,30,1,0,1
12325,0,240,30,1,2,1
12325,0,240,30,1,0,1
3990,0,240,30,1,2,1
3990,0,240,30,1,0,1
13493,0,240,30,1,2,1
13493,0,240,30,1,0,1
4103,0,240,30,1,2,1
4103,0,240,30,1,0,1
64,0,240,30,1,2,1
64,0,240,30,1,0,1
4283,0,240,30,1,2,1
4283,0,240,30,1,0,1
4454,0,240,30,1,2,1
4454,0,240,30,1,0,1
4544,0,240,30,1,2,1
4544,0,240,30,1,0,1
4627,0,240,30,1,2,1
4627,0,240,30,1,0,1
12411,0,240,30,1,2,1
12411,0,240,30,1,0,1
4718,0,240,30,1,2,1
4718,0,240,30,1,0,1
4763,0,240,30,1,2,1
4763,0,240,30,1,0,1
4963,0,240,30,1,2,1
4963,0,240,30,1,0,1
4996,0,240,30,1,2,1
4996,0,240,30,1,0,1
5055,0,240,30,1,2,1
5055,0,240,30,1,0,1
16146,0,240,30,1,2,1
16146,0,240,30,1,0,1
5128,0,240,30,1,2,1
5128,0,240,30,1,0,1
5181,0,240,30,1,2,1
5181,0,240,30,1,0,1
5254,0,240,30,1,2,1
5254,0,240,30,1,0,1
5370,0,240,30,1,2,1
5370,0,240,30,1,0,1
16268,0,240,30,1,2,1
16268,0,240,30,1,0,1
5456,0,240,30,1,2,1
5456,0,240,30,1,0,1
5580,0,240,30,1,2,1
5580,0,240,30,1,0,1
5614,0,240,30,1,2,1
5614,0,240,30,1,0,1
16379,0,240,30,1,2,1
16379,0,240,30,1,0,1
5641,0,240,30,1,2,1
5641,0,240,30,1,0,1
16217,0,240,30,1,2,1
16217,0,240,30,1,0,1
5733,0,240,30,1,2,1
5733,0,240,30,1,0,1
5770,0,240,30,1,2,1
5770,0,240,30,1,0,1
5859,0,240,30,1,2,1
5859,0,240,30,1,0,1
5891,0,240,30,1,2,1
5891,0,240,30,1,0,1
5968,0,240,30,1,2,1
5968,0,240,30,1,0,1
5987,0,240,30,1,2,1
5987,0,240,30,1,0,1
6045,0,240,30,1,2,1
6045,0,240,30,1,0,1
13952,0,240,30,1,2,1
13952,0,240,30,1,0,1
6400,0,240,30,1,2,1
6400,0,240,30,1,0,1
6421,0,240,30,1,2,1
6421,0,240,30,1,0,1
6448,0,240,30,1,2,1
6448,0,240,30,1,0,1
17321,0,240,30,1,2,1
17321,0,240,30,1,0,1
6581,0,240,30,1,2,1
6581,0,240,30,1,0,1
12180,0,240,30,1,2,1
12180,0,240,30,1,0,1
6886,0,240,30,1,2,1
6886,0,240,30,1,0,1
6959,0,240,30,1,2,1
6959,0,240,30,1,0,1
7011,0,240,30,1,2,1
7011,0,240,30,1,0,1
7030,0,240,30,1,2,1
7030,0,240,30,1,0,1
7071,0,240,30,1,2,1
7071,0,240,30,1,0,1
7124,0,240,30,1,2,1
7124,0,240,30,1,0,1
7320,0,240,30,1,2,1
7320,0,240,30,1,0,1
13813,0,240,30,1,2,1
13813,0,240,30,1,0,1
7438,0,240,30,1,2,1
7438,0,240,30,1,0,1
7607,0,240,30,1,2,1
7607,0,240,30,1,0,1
13390,0,240,30,1,2,1
13390,0,240,30,1,0,1
7728,0,240,30,1,2,1
7728,0,240,30,1,0,1
7779,0,240,30,1,2,1
7779,0,240,30,1,0,1
7842,0,240,30,1,2,1
7842,0,240,30,1,0,1
16063,0,240,30,1,2,1
16063,0,240,30,1,0,1
7916,0,240,30,1,2,1
7916,0,240,30,1,0,1
7933,0,240,30,1,2,1
7933,0,240,30,1,0,1
8076,0,240,30,1,2,1
8076,0,240,30,1,0,1
8088,0,240,30,1,2,1
8088,0,240,30,1,0,1
8107,0,240,30,1,2,1
8107,0,240,30,1,0,1
15986,0,240,30,1,2,1
15986,0,240,30,1,0,1
8243,0,240,30,1,2,1
8243,0,240,30,1,0,1
8483,0,240,30,1,2,1
8483,0,240,30,1,0,1
8628,0,240,30,1,2,1
8628,0,240,30,1,0,1
8833,0,240,30,1,2,1
8833,0,240,30,1,0,1
8853,0,240,30,1,2,1
8853,0,240,30,1,0,1
8881,0,240,30,1,2,1
8881,0,240,30,1,0,1
14569,0,240,30,1,2,1
14569,0,240,30,1,0,1
9082,0,240,30,1,2,1
9082,0,240,30,1,0,1
9098,0,240,30,1,2,1
9098,0,240,30,1,0,1
17785,0,240,30,1,2,1
17785,0,240,30,1,0,1
9289,0,240,30,1,2,1
9289,0,240,30,1,0,1
9329,0,240,30,1,2,1
9329,0,240,30,1,0,1
9400,0,240,30,1,2,1
9400,0,240,30,1,0,1
9504,0,240,30,1,2,1
9504,0,240,30,1,0,1
9568,0,240,30,1,2,1
9568,0,240,30,1,0,1
9771,0,240,30,1,2,1
9771,0,240,30,1,0,1
9809,0,240,30,1,2,1
9809,0,240,30,1,0,1
9838,0,240,30,1,2,1
9838,0,240,30,1,0,1
10117,0,240,30,1,2,1
10117,0,240,30,1,0,1
10251,0,240,30,1,2,1
10251,0,240,30,1,0,1
10316,0,240,30,1,2,1
10316,0,240,30,1,0,1
10382,0,240,30,1,2,1
10382,0,240,30,1,0,1
10468,0,240,30,1,2,1
10468,0,240,30,1,0,1
10469,0,240,30,1,2,1
10469,0,240,30,1,0,1
10487,0,240,30,1,2,1
10487,0,240,30,1,0,1
16573,0,240,30,1,2,1
16573,0,240,30,1,0,1
10598,0,240,30,1,2,1
10598,0,240,30,1,0,1
10738,0,240,30,1,2,1
10738,0,240,30,1,0,1
10756,0,240,30,1,2,1
10756,0,240,30,1,0,1
10854,0,240,30,1,2,1
10854,0,240,30,1,0,1
10935,0,240,30,1,2,1
10935,0,240,30,1,0,1
15438,0,240,30,1,2,1
15438,0,240,30,1,0,1
11014,0,240,30,1,2,1
11014,0,240,30,1,0,1
11135,0,240,30,1,2,1
11135,0,240,30,1,0,1
14584,0,240,30,1,2,1
14584,0,240,30,1,0,1
11197,0,240,30,1,2,1
11197,0,240,30,1,0,1
11201,0,240,30,1,2,1
11201,0,240,30,1,0,1
11275,0,240,30,1,2,1
11275,0,240,30,1,0,1
11365,0,240,30,1,2,1
11365,0,240,30,1,0,1
11454,0,240,30,1,2,1
11454,0,240,30,1,0,1
11521,0,240,30,1,2,1
11521,0,240,30,1,0,1
11559,0,240,30,1,2,1
11559,0,240,30,1,0,1
11638,0,240,30,1,2,1
11638,0,240,30,1,0,1
11702,0,240,30,1,2,1
11702,0,240,30,1,0,1
11712,0,240,30,1,2,1
11712,0,240,30,1,0,1
15139,0,240,30,1,2,1
15139,0,240,30,1,0,1
11804,0,240,30,1,2,1
11804,0,240,30,1,0,1
12260,0,240,30,1,2,1
12260,0,240,30,1,0,1
12911,0,240,30,1,2,1
12911,0,240,30,1,0,1
12022,0,240,30,1,2,1
12022,0,240,30,1,0,1
12089,0,240,30,1,2,1
12089,0,240,30,1,0,1
5359,8,3920,132,1,0,1
2616,8,3920,132,1,0,1
108,8,3920,132,1,0,1
5512,8,3920,132,1,0,1
8208,8,3920,132,1,0,1
1388,8,3920,132,1,0,1
3156,8,3920,132,1,0,1
2418,8,3920,132,1,0,1
7950,8,3920,132,1,0,1
4699,8,3920,132,1,0,1
14247,8,3920,132,1,0,1
1298,8,3920,132,1,0,1
156,8,3920,132,1,0,1
3066,8,3920,132,1,0,1
4685,8,3920,132,1,0,1
4761,8,3920,132,1,0,1
4857,8,3920,132,1,0,1
5317,8,3920,132,1,0,1
5581,8,3920,132,1,0,1
5776,8,3920,132,1,0,1
5943,8,3920,132,1,0,1
7169,8,3920,132,1,0,1
8022,8,3920,132,1,0,1
16666,8,3920,132,1,0,1
9330,8,3920,132,1,0,1
9571,8,3920,132,1,0,1
9898,8,3920,132,1,0,1
10030,8,3920,132,1,0,1
10514,8,3920,132,1,0,1
18577,8,3920,132,1,0,1
11866,8,3920,132,1,0,1
11902,8,3920,132,1,0,1
9957,0,6910,41,0,0,1
14853,0,6910,41,0,0,1
117,0,6910,41,0,0,1
3850,0,6910,41,0,0,1
8963,0,6910,41,0,0,1
15900,0,6910,41,0,0,1
7966,0,6910,41,0,0,1
17214,0,6910,41,0,0,1
4149,0,6910,41,0,0,1
10089,0,6910,41,0,0,1
15467,0,6910,41,0,0,1
15551,0,6910,41,0,0,1
13449,0,6910,41,0,0,1
1878,0,6910,41,0,0,1
8134,0,6910,41,0,0,1
11918,0,6910,41,0,0,1
3233,0,6910,41,0,0,1
5048,0,6910,41,0,0,1
3234,0,6910,41,0,0,1
4489,0,6910,41,0,0,1
16458,0,6910,41,0,0,1
10929,0,6910,41,0,0,1
5917,0,6910,41,0,0,1
12818,0,6910,41,0,0,1
18354,0,6910,41,0,0,1
17620,0,6910,41,0,0,1
769,0,6910,41,0,0,1
950,0,6910,41,0,0,1
1187,0,6910,41,0,0,1
15976,0,6910,41,0,0,1
13680,0,6910,41,0,0,1
14975,0,6910,41,0,0,1
1668,0,6910,41,0,0,1
1921,0,6910,41,0,0,1
2199,0,6910,41,0,0,1
2496,0,6910,41,0,0,1
15470,0,6910,41,0,0,1
4032,0,6910,41,0,0,1
4226,0,6910,41,0,0,1
4435,0,6910,41,0,0,1
4843,0,6910,41,0,0,1
4858,0,6910,41,0,0,1
13914,0,6910,41,0,0,1
5934,0,6910,41,0,0,1
6353,0,6910,41,0,0,1
6467,0,6910,41,0,0,1
7321,0,6910,41,0,0,1
7394,0,6910,41,0,0,1
7934,0,6910,41,0,0,1
8181,0,6910,41,0,0,1
8232,0,6910,41,0,0,1
13187,0,6910,41,0,0,1
12790,0,6910,41,0,0,1
17154,0,6910,41,0,0,1
8904,0,6910,41,0,0,1
9811,0,6910,41,0,0,1
9900,0,6910,41,0,0,1
10124,0,6910,41,0,0,1
10449,0,6910,41,0,0,1
10510,0,6910,41,0,0,1
192,0,6910,41,0,0,1
13836,0,6910,41,0,0,1
12134,0,6910,41,0,0,1
6662,0,220,69,1,2,1
9844,0,220,69,1,2,1
8389,0,220,69,1,2,1
16942,0,220,69,1,2,1
5780,0,220,69,1,2,1
16256,0,220,69,1,2,1
14483,0,220,69,1,2,1
15938,0,220,69,1,2,1
2822,0,220,69,1,2,1
17451,0,220,69,1,2,1
8569,0,220,69,1,2,1
17787,0,220,69,1,2,1
5496,0,220,69,1,2,1
13977,0,220,69,1,2,1
4864,0,220,69,1,2,1
1268,0,220,69,1,2,1
8377,0,220,69,1,2,1
13643,0,220,69,1,2,1
17943,0,220,69,1,2,1
1395,0,220,69,1,2,1
15019,0,220,69,1,2,1
17949,0,220,69,1,2,1
15209,0,220,69,1,2,1
9341,0,220,69,1,2,1
2429,0,220,69,1,2,1
3769,0,220,69,1,2,1
1015,0,220,69,1,2,1
279,0,220,69,1,2,1
10545,0,220,69,1,2,1
3178,0,220,69,1,2,1
18161,0,220,69,1,2,1
6281,0,220,69,1,2,1
1532,0,220,69,1,2,1
10112,0,220,69,1,2,1
11525,0,220,69,1,2,1
15131,0,220,69,1,2,1
4300,0,220,69,1,2,1
11212,0,220,69,1,2,1
8431,0,220,69,1,2,1
14181,0,220,69,1,2,1
14399,0,220,69,1,2,1
11395,0,220,69,1,2,1
8027,0,220,69,1,2,1
1497,0,220,69,1,2,1
17379,0,220,69,1,2,1
8819,0,220,69,1,2,1
14445,0,220,69,1,2,1
1160,0,220,69,1,2,1
14396,0,220,69,1,2,1
14015,0,220,69,1,2,1
1529,0,220,69,1,2,1
8363,0,220,69,1,2,1
2268,0,220,69,1,2,1
4508,0,220,69,1,2,1
4496,0,220,69,1,2,1
7082,0,220,69,1,2,1
14882,0,220,69,1,2,1
11036,0,220,69,1,2,1
5904,0,220,69,1,2,1
17728,0,220,69,1,2,1
14705,0,220,69,1,2,1
6727,0,220,69,1,2,1
16229,0,220,69,1,2,1
1369,0,220,69,1,2,1
